building_id,uid,tile_id,gt_label,gt_label_idx,p_nodmg,p_minor,p_major,p_dest,pred_argmax,confidence_max,margin_top1_top2,entropy
socal-fire_00000621:45f44d42-a21f-40dd-a91e-75e85ad6d458,45f44d42-a21f-40dd-a91e-75e85ad6d458,socal-fire_00000621,no-damage,0,0.991738,0.002002,0.000004,0.006256,0,0.991738,0.985481,0.052466
socal-fire_00000621:46ad888c-c7bd-4126-a49e-b79d0e11d961,46ad888c-c7bd-4126-a49e-b79d0e11d961,socal-fire_00000621,no-damage,0,0.948306,0.000047,0.000417,0.051230,0,0.948306,0.897077,0.206276
socal-fire_00000621:48716ab8-5162-427c-a275-a30829a41636,48716ab8-5162-427c-a275-a30829a41636,socal-fire_00000621,no-damage,0,0.676568,0.000077,0.315920,0.007435,0,0.676568,0.360649,0.665547
socal-fire_00000621:4872c676-caf7-44bb-b70f-bcea92ab875d,4872c676-caf7-44bb-b70f-bcea92ab875d,socal-fire_00000621,no-damage,0,0.996252,0.000109,0.000256,0.003383,0,0.996252,0.992869,0.026098
socal-fire_00000621:48ee60b9-d7b1-4e54-9b75-1d1ecbf12bf7,48ee60b9-d7b1-4e54-9b75-1d1ecbf12bf7,socal-fire_00000621,no-damage,0,0.999574,0.000089,0.000006,0.000331,0,0.999574,0.999244,0.003977
socal-fire_00000621:49700759-eaba-406e-a74f-c9dcc7fb073f,49700759-eaba-406e-a74f-c9dcc7fb073f,socal-fire_00000621,no-damage,0,0.998504,0.000644,0.000011,0.000841,0,0.998504,0.997663,0.012309
socal-fire_00000621:4ac596d9-19eb-4799-b699-d5c1494ff804,4ac596d9-19eb-4799-b699-d5c1494ff804,socal-fire_00000621,no-damage,0,0.987761,0.000235,0.000078,0.011926,0,0.987761,0.975836,0.067683
socal-fire_00000621:4c5f57e9-b501-4722-9f44-9d66453ebc57,4c5f57e9-b501-4722-9f44-9d66453ebc57,socal-fire_00000621,no-damage,0,0.928013,0.069344,0.000003,0.002640,0,0.928013,0.858669,0.270104
socal-fire_00000621:4f0497b6-c919-488b-a89f-ceeed496d364,4f0497b6-c919-488b-a89f-ceeed496d364,socal-fire_00000621,no-damage,0,0.996532,0.001630,0.000016,0.001822,0,0.996532,0.994710,0.025599
socal-fire_00000621:563e2e41-8936-441d-aa33-5d854ea83d2a,563e2e41-8936-441d-aa33-5d854ea83d2a,socal-fire_00000621,no-damage,0,0.998502,0.000853,0.000008,0.000636,0,0.998502,0.997649,0.012302
socal-fire_00000621:568d93d0-9ad3-45f6-856c-ef3394bd845a,568d93d0-9ad3-45f6-856c-ef3394bd845a,socal-fire_00000621,no-damage,0,0.996697,0.000074,0.000038,0.003190,0,0.996697,0.993507,0.022726
socal-fire_00000621:56dedce9-1120-4897-9a6f-78c081f0451b,56dedce9-1120-4897-9a6f-78c081f0451b,socal-fire_00000621,no-damage,0,0.912537,0.072064,0.004211,0.011188,0,0.912537,0.840472,0.346366
socal-fire_00000621:5af48a7e-2a49-4e8e-b3d6-f3d23649fbe1,5af48a7e-2a49-4e8e-b3d6-f3d23649fbe1,socal-fire_00000621,no-damage,0,0.999776,0.000002,0.000000,0.000222,0,0.999776,0.999554,0.002120
socal-fire_00000621:5e912bf5-aa54-4124-94f3-0987d8284402,5e912bf5-aa54-4124-94f3-0987d8284402,socal-fire_00000621,no-damage,0,0.999255,0.000002,0.000004,0.000739,0,0.999255,0.998516,0.006146
socal-fire_00000621:5ea07ec7-e1a7-4925-97e7-3b9112dd8025,5ea07ec7-e1a7-4925-97e7-3b9112dd8025,socal-fire_00000621,no-damage,0,0.998122,0.000057,0.000001,0.001820,0,0.998122,0.996302,0.013927
socal-fire_00000621:619eab82-165c-4e95-a6a7-04e211b46d6d,619eab82-165c-4e95-a6a7-04e211b46d6d,socal-fire_00000621,no-damage,0,0.983146,0.014322,0.000874,0.001658,0,0.983146,0.968824,0.094289
socal-fire_00000621:63f96a8b-008e-44d7-9ed1-7f5d9d469231,63f96a8b-008e-44d7-9ed1-7f5d9d469231,socal-fire_00000621,no-damage,0,0.999771,0.000017,0.000005,0.000207,0,0.999771,0.999563,0.002237
socal-fire_00000621:68813d55-9b6d-48be-b06f-a2327e1ff908,68813d55-9b6d-48be-b06f-a2327e1ff908,socal-fire_00000621,no-damage,0,0.999594,0.000001,0.000000,0.000404,0,0.999594,0.999190,0.003582
socal-fire_00000621:69dbecc4-d9ea-4e39-959a-0a1085d74bd4,69dbecc4-d9ea-4e39-959a-0a1085d74bd4,socal-fire_00000621,no-damage,0,0.998537,0.000014,0.000006,0.001443,0,0.998537,0.997094,0.011133
socal-fire_00000621:6a31caa9-5017-449f-bf75-91b1326cdd5e,6a31caa9-5017-449f-bf75-91b1326cdd5e,socal-fire_00000621,no-damage,0,0.646693,0.029537,0.024409,0.299361,0,0.646693,0.347332,0.837601
socal-fire_00000621:6e070027-5b44-4fcd-8607-e16d601dcbe5,6e070027-5b44-4fcd-8607-e16d601dcbe5,socal-fire_00000621,no-damage,0,0.998270,0.000116,0.000015,0.001598,0,0.998270,0.996672,0.013240
socal-fire_00000621:70dc080b-e49a-4469-8d06-b39b75e99698,70dc080b-e49a-4469-8d06-b39b75e99698,socal-fire_00000621,no-damage,0,0.669171,0.000051,0.000003,0.330776,0,0.669171,0.338395,0.635296
socal-fire_00000621:730697c5-9d80-4f06-a78d-5ca2bf9e14e4,730697c5-9d80-4f06-a78d-5ca2bf9e14e4,socal-fire_00000621,no-damage,0,0.987269,0.008186,0.000632,0.003914,0,0.987269,0.979083,0.078335
socal-fire_00000621:7402ee6b-4d45-42c2-aa0b-cba8a1c002d1,7402ee6b-4d45-42c2-aa0b-cba8a1c002d1,socal-fire_00000621,no-damage,0,0.929147,0.005301,0.053963,0.011589,0,0.929147,0.875184,0.305264
socal-fire_00000621:75b68a4b-23ac-40e3-9340-e41c4dec7fcf,75b68a4b-23ac-40e3-9340-e41c4dec7fcf,socal-fire_00000621,no-damage,0,0.974374,0.000536,0.010260,0.014831,0,0.974374,0.959543,0.138767
socal-fire_00000621:7746d141-92ac-48a8-854a-c038c166cdec,7746d141-92ac-48a8-854a-c038c166cdec,socal-fire_00000621,no-damage,0,0.996623,0.002135,0.000001,0.001242,0,0.996623,0.994488,0.024815
socal-fire_00000621:79c24f65-2278-4401-a3d0-b80f1b519d61,79c24f65-2278-4401-a3d0-b80f1b519d61,socal-fire_00000621,no-damage,0,0.994060,0.000034,0.000037,0.005869,0,0.994060,0.988191,0.036810
socal-fire_00000621:7a0fd602-26c2-4d95-a6c2-f1bcb9a12432,7a0fd602-26c2-4d95-a6c2-f1bcb9a12432,socal-fire_00000621,no-damage,0,0.999388,0.000015,0.000000,0.000596,0,0.999388,0.998792,0.005216
socal-fire_00000621:7c0e08d3-ae4d-4e39-96c6-a80e27a458c6,7c0e08d3-ae4d-4e39-96c6-a80e27a458c6,socal-fire_00000621,no-damage,0,0.988024,0.000263,0.001220,0.010493,0,0.988024,0.977532,0.070073
socal-fire_00000621:7ebef46a-17ab-4e32-83b5-09fcab707194,7ebef46a-17ab-4e32-83b5-09fcab707194,socal-fire_00000621,no-damage,0,0.986118,0.000516,0.000664,0.012701,0,0.986118,0.973416,0.078009
socal-fire_00000621:81f04ec8-5e65-4611-8fc4-accd26ff8733,81f04ec8-5e65-4611-8fc4-accd26ff8733,socal-fire_00000621,no-damage,0,0.993145,0.000248,0.000047,0.006560,0,0.993145,0.986585,0.042336
socal-fire_00000621:8503c6d4-da59-4ab3-a1a3-6acc7b05b9c7,8503c6d4-da59-4ab3-a1a3-6acc7b05b9c7,socal-fire_00000621,no-damage,0,0.861955,0.000495,0.000055,0.137495,0,0.861955,0.724461,0.405165
socal-fire_00000621:88569160-a398-41c2-8dcf-e0d51f2561f5,88569160-a398-41c2-8dcf-e0d51f2561f5,socal-fire_00000621,no-damage,0,0.939240,0.000005,0.000012,0.060743,0,0.939240,0.878497,0.229215
socal-fire_00000621:905ea25a-d037-411b-ab9d-ea7a264e153e,905ea25a-d037-411b-ab9d-ea7a264e153e,socal-fire_00000621,no-damage,0,0.999680,0.000095,0.000000,0.000225,0,0.999680,0.999455,0.003091
socal-fire_00000621:91c089d3-afb8-448b-96a2-61a503eb281d,91c089d3-afb8-448b-96a2-61a503eb281d,socal-fire_00000621,no-damage,0,0.978685,0.016507,0.000005,0.004802,0,0.978685,0.962178,0.114531
socal-fire_00000621:92cd1d77-66b5-4cba-a970-619bf031c8f5,92cd1d77-66b5-4cba-a970-619bf031c8f5,socal-fire_00000621,no-damage,0,0.997734,0.000690,0.000003,0.001572,0,0.997734,0.996162,0.017479
socal-fire_00000621:990e696d-766f-4943-bae8-0e6eff585148,990e696d-766f-4943-bae8-0e6eff585148,socal-fire_00000621,no-damage,0,0.998812,0.000008,0.000003,0.001177,0,0.998812,0.997635,0.009257
socal-fire_00000621:9d85b132-bbb4-4b47-b16e-f9b3b5075107,9d85b132-bbb4-4b47-b16e-f9b3b5075107,socal-fire_00000621,no-damage,0,0.980239,0.000011,0.000717,0.019033,0,0.980239,0.961205,0.100281
socal-fire_00000621:9ef3cc23-aaac-4981-b966-10e726acd6f5,9ef3cc23-aaac-4981-b966-10e726acd6f5,socal-fire_00000621,no-damage,0,0.997943,0.000050,0.000000,0.002007,0,0.997943,0.995935,0.015019
socal-fire_00000621:a173ea40-8069-48b4-a330-3efdde457658,a173ea40-8069-48b4-a330-3efdde457658,socal-fire_00000621,no-damage,0,0.983224,0.002981,0.000008,0.013787,0,0.983224,0.969437,0.093125
socal-fire_00000621:a2c79f9b-daec-4d2e-8633-a2748074f5f1,a2c79f9b-daec-4d2e-8633-a2748074f5f1,socal-fire_00000621,no-damage,0,0.999624,0.000019,0.000013,0.000343,0,0.999624,0.999281,0.003473
socal-fire_00000621:a6ff0f54-96d1-4538-9e89-520215b9b982,a6ff0f54-96d1-4538-9e89-520215b9b982,socal-fire_00000621,no-damage,0,0.991174,0.006695,0.000115,0.002016,0,0.991174,0.984478,0.055860
socal-fire_00000621:a746d1e9-6c7b-40c5-a0fc-502e04971ad7,a746d1e9-6c7b-40c5-a0fc-502e04971ad7,socal-fire_00000621,no-damage,0,0.998061,0.000005,0.000001,0.001932,0,0.998061,0.996129,0.014090
socal-fire_00000621:a7db18b1-0d58-4d9e-8d3e-8fb3b9937fc4,a7db18b1-0d58-4d9e-8d3e-8fb3b9937fc4,socal-fire_00000621,no-damage,0,0.922139,0.071417,0.001074,0.005370,0,0.922139,0.850722,0.298645
socal-fire_00000621:afba1c38-7f94-4084-85a4-7c5ad2f53713,afba1c38-7f94-4084-85a4-7c5ad2f53713,socal-fire_00000621,no-damage,0,0.999263,0.000123,0.000000,0.000614,0,0.999263,0.998649,0.006386
socal-fire_00000621:b362c4c6-203e-4182-90b9-3c9b2d9e75dc,b362c4c6-203e-4182-90b9-3c9b2d9e75dc,socal-fire_00000621,no-damage,0,0.999166,0.000056,0.000020,0.000757,0,0.999166,0.998409,0.007044
socal-fire_00000621:b4d321f7-943e-4606-884f-23550eff7069,b4d321f7-943e-4606-884f-23550eff7069,socal-fire_00000621,no-damage,0,0.999783,0.000070,0.000000,0.000147,0,0.999783,0.999636,0.002182
socal-fire_00000621:b5f5190c-4856-4714-bb81-1d908cccc09c,b5f5190c-4856-4714-bb81-1d908cccc09c,socal-fire_00000621,no-damage,0,0.992711,0.000069,0.000638,0.006582,0,0.992711,0.986130,0.045684
socal-fire_00000621:b76fb607-1888-451b-a795-d675d005183a,b76fb607-1888-451b-a795-d675d005183a,socal-fire_00000621,no-damage,0,0.999709,0.000001,0.000000,0.000290,0,0.999709,0.999419,0.002665
socal-fire_00000621:b79c41c5-1d55-46d5-bf72-2a7ac6e11008,b79c41c5-1d55-46d5-bf72-2a7ac6e11008,socal-fire_00000621,no-damage,0,0.999518,0.000354,0.000000,0.000128,0,0.999518,0.999164,0.004439
socal-fire_00000621:b841e576-7e8d-49d5-80a4-85f1ef138693,b841e576-7e8d-49d5-80a4-85f1ef138693,socal-fire_00000621,no-damage,0,0.998594,0.000003,0.000001,0.001403,0,0.998594,0.997190,0.010666
socal-fire_00000621:ba34f9b0-0766-4141-b188-c213eb69502a,ba34f9b0-0766-4141-b188-c213eb69502a,socal-fire_00000621,no-damage,0,0.999323,0.000394,0.000002,0.000281,0,0.999323,0.998929,0.006091
socal-fire_00000621:c5073231-8598-4c73-80c6-963095f60b35,c5073231-8598-4c73-80c6-963095f60b35,socal-fire_00000621,no-damage,0,0.996457,0.000218,0.000010,0.003315,0,0.996457,0.993142,0.024413
socal-fire_00000621:c72a69c4-4b94-40ac-9a2c-c46017569578,c72a69c4-4b94-40ac-9a2c-c46017569578,socal-fire_00000621,no-damage,0,0.999778,0.000079,0.000000,0.000143,0,0.999778,0.999635,0.002234
socal-fire_00000621:c97b1128-9793-41c1-b32f-1e7f72000446,c97b1128-9793-41c1-b32f-1e7f72000446,socal-fire_00000621,no-damage,0,0.998991,0.000009,0.000000,0.001000,0,0.998991,0.997991,0.008020
socal-fire_00000621:caedfe9a-0980-4005-8262-f76240991cf2,caedfe9a-0980-4005-8262-f76240991cf2,socal-fire_00000621,no-damage,0,0.934076,0.000084,0.000035,0.065806,0,0.934076,0.868270,0.243906
socal-fire_00000621:cb07934b-9c49-4b2b-8f1e-1983efb1c6e9,cb07934b-9c49-4b2b-8f1e-1983efb1c6e9,socal-fire_00000621,no-damage,0,0.977086,0.000046,0.000144,0.022724,0,0.977086,0.954362,0.110372
socal-fire_00000621:cb8e8ca6-667d-4a6c-8ef3-05c231e913fc,cb8e8ca6-667d-4a6c-8ef3-05c231e913fc,socal-fire_00000621,no-damage,0,0.996861,0.000119,0.000245,0.002775,0,0.996861,0.994086,0.022583
socal-fire_00000621:cf95e3bf-2fd2-4a53-ac52-44cb2230e26c,cf95e3bf-2fd2-4a53-ac52-44cb2230e26c,socal-fire_00000621,no-damage,0,0.998998,0.000029,0.000054,0.000918,0,0.998998,0.998080,0.008263
socal-fire_00000621:d1c71dbe-5207-4ae2-88d2-9669176522f9,d1c71dbe-5207-4ae2-88d2-9669176522f9,socal-fire_00000621,no-damage,0,0.995678,0.000447,0.000565,0.003310,0,0.995678,0.992368,0.030888
socal-fire_00000621:d2696566-826f-4fca-93e4-20af9625e853,d2696566-826f-4fca-93e4-20af9625e853,socal-fire_00000621,no-damage,0,0.996460,0.001309,0.000103,0.002128,0,0.996460,0.994332,0.026262
socal-fire_00000621:d551fa1f-7eb6-43b5-b3bc-1fe86d3b1547,d551fa1f-7eb6-43b5-b3bc-1fe86d3b1547,socal-fire_00000621,no-damage,0,0.992264,0.001620,0.000053,0.006063,0,0.992264,0.986201,0.049595
socal-fire_00000621:d5b4249a-6159-4ada-967f-0e67b52e35f6,d5b4249a-6159-4ada-967f-0e67b52e35f6,socal-fire_00000621,no-damage,0,0.992296,0.000434,0.000012,0.007258,0,0.992296,0.985037,0.046921
socal-fire_00000621:d853ca2f-e534-424f-aab8-5425ef14eec1,d853ca2f-e534-424f-aab8-5425ef14eec1,socal-fire_00000621,no-damage,0,0.987072,0.000013,0.000002,0.012913,0,0.987072,0.974158,0.069181
socal-fire_00000621:d8d29227-bb21-4119-b3fe-e980fa48aa4d,d8d29227-bb21-4119-b3fe-e980fa48aa4d,socal-fire_00000621,no-damage,0,0.974537,0.000389,0.019418,0.005656,0,0.974537,0.955118,0.133999
socal-fire_00000621:e169b1a2-6a1a-4e98-8ae5-020b20e9c256,e169b1a2-6a1a-4e98-8ae5-020b20e9c256,socal-fire_00000621,no-damage,0,0.894975,0.009559,0.055388,0.040078,0,0.894975,0.839587,0.432946
socal-fire_00000621:e1cba0eb-cd63-40c0-92a7-70cad7d36e6a,e1cba0eb-cd63-40c0-92a7-70cad7d36e6a,socal-fire_00000621,no-damage,0,0.982870,0.001983,0.000003,0.015144,0,0.982870,0.967726,0.092820
socal-fire_00000621:e253d593-693b-487b-b963-b6c7f24fe4ae,e253d593-693b-487b-b963-b6c7f24fe4ae,socal-fire_00000621,no-damage,0,0.961541,0.000181,0.001776,0.036502,0,0.961541,0.925039,0.171353
socal-fire_00000621:e3d1b8c7-adec-4b86-bf83-e02c4d8528e7,e3d1b8c7-adec-4b86-bf83-e02c4d8528e7,socal-fire_00000621,no-damage,0,0.982685,0.000062,0.004080,0.013173,0,0.982685,0.969512,0.097246
socal-fire_00000621:e473df49-a532-4d39-849d-d1074f05427f,e473df49-a532-4d39-849d-d1074f05427f,socal-fire_00000621,no-damage,0,0.999717,0.000027,0.000002,0.000254,0,0.999717,0.999463,0.002693
socal-fire_00000621:e5a767fa-639e-4aba-a4fc-97c249f33ceb,e5a767fa-639e-4aba-a4fc-97c249f33ceb,socal-fire_00000621,no-damage,0,0.806687,0.000607,0.013280,0.179426,0,0.806687,0.627261,0.543432
socal-fire_00000621:e5c4aece-1015-441f-88ea-d55842fdedb0,e5c4aece-1015-441f-88ea-d55842fdedb0,socal-fire_00000621,no-damage,0,0.997295,0.000269,0.000507,0.001929,0,0.997295,0.995367,0.020815
socal-fire_00000621:ea6ffc3e-6499-46f9-9f0a-ac336f496f41,ea6ffc3e-6499-46f9-9f0a-ac336f496f41,socal-fire_00000621,no-damage,0,0.886003,0.000003,0.002114,0.111879,0,0.886003,0.774125,0.365353
socal-fire_00000621:eb76a375-a2f3-4b54-8c59-a0dd984d9f6a,eb76a375-a2f3-4b54-8c59-a0dd984d9f6a,socal-fire_00000621,no-damage,0,0.809029,0.000262,0.000018,0.190690,0,0.809029,0.618339,0.489803
socal-fire_00000621:eb781477-ef40-4078-9491-419019a555e1,eb781477-ef40-4078-9491-419019a555e1,socal-fire_00000621,no-damage,0,0.997956,0.000003,0.000002,0.002039,0,0.997956,0.995917,0.014745
socal-fire_00000621:ebd58054-4e50-4c1c-8d7f-d4a0d33591f2,ebd58054-4e50-4c1c-8d7f-d4a0d33591f2,socal-fire_00000621,no-damage,0,0.993745,0.000400,0.000002,0.005853,0,0.993745,0.987892,0.039482
socal-fire_00000621:f0af8cc6-c22b-4114-998c-84859a5c025e,f0af8cc6-c22b-4114-998c-84859a5c025e,socal-fire_00000621,no-damage,0,0.998263,0.000285,0.000119,0.001333,0,0.998263,0.996931,0.013960
socal-fire_00000621:f491dc3d-847e-4f64-98d9-29952452b5a2,f491dc3d-847e-4f64-98d9-29952452b5a2,socal-fire_00000621,no-damage,0,0.999102,0.000025,0.000001,0.000872,0,0.999102,0.998229,0.007321
socal-fire_00000621:f6125f53-6179-41e1-9f9b-0afc5606c8fd,f6125f53-6179-41e1-9f9b-0afc5606c8fd,socal-fire_00000621,no-damage,0,0.999939,0.000004,0.000001,0.000057,0,0.999939,0.999882,0.000677
socal-fire_00000621:f6a2c12c-6ed6-40c3-9aff-c671b1c2063a,f6a2c12c-6ed6-40c3-9aff-c671b1c2063a,socal-fire_00000621,no-damage,0,0.864436,0.000002,0.000103,0.135458,0,0.864436,0.728977,0.397705
socal-fire_00000621:f877f824-04d7-476f-90ca-92198043a9a6,f877f824-04d7-476f-90ca-92198043a9a6,socal-fire_00000621,no-damage,0,0.997542,0.000324,0.000001,0.002133,0,0.997542,0.995409,0.018193
socal-fire_00000621:fda04ab6-c16d-4fa4-bb48-cd77f8dcd182,fda04ab6-c16d-4fa4-bb48-cd77f8dcd182,socal-fire_00000621,no-damage,0,0.909959,0.000209,0.000061,0.089771,0,0.909959,0.820188,0.304616
socal-fire_00000475:00b06666-0261-47c7-ba71-d81ac2e91a63,00b06666-0261-47c7-ba71-d81ac2e91a63,socal-fire_00000475,no-damage,0,0.903066,0.013523,0.000140,0.083271,0,0.903066,0.819795,0.358493
socal-fire_00000475:0423f799-3453-418c-bda6-a1ec8223acca,0423f799-3453-418c-bda6-a1ec8223acca,socal-fire_00000475,no-damage,0,0.176606,0.032228,0.135155,0.656012,3,0.656012,0.479406,0.963955
socal-fire_00000475:09f7fe19-f013-458f-a5ca-dfbb43bab4f4,09f7fe19-f013-458f-a5ca-dfbb43bab4f4,socal-fire_00000475,no-damage,0,0.999362,0.000299,0.000000,0.000339,0,0.999362,0.999022,0.005774
socal-fire_00000475:159c118d-6481-4b77-a438-6f761553a2d3,159c118d-6481-4b77-a438-6f761553a2d3,socal-fire_00000475,no-damage,0,0.992164,0.007240,0.000014,0.000582,0,0.992164,0.984925,0.047976
socal-fire_00000475:25dc4444-88aa-4cb0-82f6-65dbb29ab590,25dc4444-88aa-4cb0-82f6-65dbb29ab590,socal-fire_00000475,minor-damage,1,0.959188,0.000471,0.000050,0.040291,0,0.959188,0.918897,0.173476
socal-fire_00000475:2e0c7e3b-120a-4a4c-9aea-10957cbc1b3a,2e0c7e3b-120a-4a4c-9aea-10957cbc1b3a,socal-fire_00000475,no-damage,0,0.988502,0.000018,0.000000,0.011479,0,0.988502,0.977023,0.062912
socal-fire_00000475:39d755e1-bb5c-48fe-82af-862590d6517c,39d755e1-bb5c-48fe-82af-862590d6517c,socal-fire_00000475,no-damage,0,0.972649,0.001766,0.000408,0.025176,0,0.972649,0.947473,0.134051
socal-fire_00000475:3b0ec273-3add-4a4a-a996-6a0b1b5038fe,3b0ec273-3add-4a4a-a996-6a0b1b5038fe,socal-fire_00000475,no-damage,0,0.284585,0.004031,0.024255,0.687129,3,0.687129,0.402545,0.727912
socal-fire_00000475:3ff2f100-f4cb-4676-a183-d4387a213318,3ff2f100-f4cb-4676-a183-d4387a213318,socal-fire_00000475,no-damage,0,0.955693,0.000065,0.000354,0.043888,0,0.955693,0.911804,0.183951
socal-fire_00000475:41d6c79b-c247-4b02-9091-9873c82041ef,41d6c79b-c247-4b02-9091-9873c82041ef,socal-fire_00000475,no-damage,0,0.026548,0.000003,0.000270,0.973179,3,0.973179,0.946631,0.125056
socal-fire_00000475:460b03a8-3564-4578-a018-19d7af2efa2b,460b03a8-3564-4578-a018-19d7af2efa2b,socal-fire_00000475,destroyed,3,0.001513,0.000112,0.003689,0.994687,3,0.994687,0.990998,0.036805
socal-fire_00000475:46d8435f-2c17-437d-a116-d00729361f65,46d8435f-2c17-437d-a116-d00729361f65,socal-fire_00000475,no-damage,0,0.636649,0.271302,0.000081,0.091969,0,0.636649,0.365347,0.861617
socal-fire_00000475:5119df07-354e-48f3-9dec-bd950959d339,5119df07-354e-48f3-9dec-bd950959d339,socal-fire_00000475,no-damage,0,0.990583,0.000104,0.000002,0.009310,0,0.990583,0.981273,0.053900
socal-fire_00000475:5c721ad0-7512-49e7-b92d-f774e107098a,5c721ad0-7512-49e7-b92d-f774e107098a,socal-fire_00000475,destroyed,3,0.007542,0.000029,0.000037,0.992392,3,0.992392,0.984849,0.045124
socal-fire_00000475:684f6058-34b8-4650-91c6-eaee3b45fbde,684f6058-34b8-4650-91c6-eaee3b45fbde,socal-fire_00000475,no-damage,0,0.991037,0.002405,0.000058,0.006500,0,0.991037,0.984537,0.056724
socal-fire_00000475:6aa9657a-3d95-42b6-921d-11594ecd0f06,6aa9657a-3d95-42b6-921d-11594ecd0f06,socal-fire_00000475,no-damage,0,0.735722,0.177987,0.026317,0.059973,0,0.735722,0.557735,0.797495
socal-fire_00000475:6bf22b5e-63e9-4f8c-9ebe-8298d80935a2,6bf22b5e-63e9-4f8c-9ebe-8298d80935a2,socal-fire_00000475,no-damage,0,0.709166,0.002274,0.000626,0.287934,0,0.709166,0.421232,0.620659
socal-fire_00000475:6ecd31d5-8493-41c3-8c86-ea58471e0f9c,6ecd31d5-8493-41c3-8c86-ea58471e0f9c,socal-fire_00000475,no-damage,0,0.995412,0.003336,0.000007,0.001245,0,0.995412,0.992076,0.032017
socal-fire_00000475:717db17b-d61c-48bc-bce9-765592e313ba,717db17b-d61c-48bc-bce9-765592e313ba,socal-fire_00000475,no-damage,0,0.792049,0.181500,0.000023,0.026428,0,0.792049,0.610549,0.590645
socal-fire_00000475:7aaf8e47-a732-4dff-b007-a0afa559c0c5,7aaf8e47-a732-4dff-b007-a0afa559c0c5,socal-fire_00000475,no-damage,0,0.340038,0.008635,0.017305,0.634022,3,0.634022,0.293983,0.766939
socal-fire_00000475:8176b074-a355-44ed-a36f-af7c63bb2914,8176b074-a355-44ed-a36f-af7c63bb2914,socal-fire_00000475,no-damage,0,0.677915,0.310183,0.000000,0.011901,0,0.677915,0.367732,0.679363
socal-fire_00000475:84b4a2aa-34dc-442a-aca3-2c741ed9c4ac,84b4a2aa-34dc-442a-aca3-2c741ed9c4ac,socal-fire_00000475,no-damage,0,0.998334,0.000001,0.000000,0.001665,0,0.998334,0.996669,0.012327
socal-fire_00000475:85b016a5-cb33-4964-9101-4f04272aae54,85b016a5-cb33-4964-9101-4f04272aae54,socal-fire_00000475,no-damage,0,0.966221,0.000070,0.000006,0.033703,0,0.966221,0.932518,0.148206
socal-fire_00000475:99629fbc-dca1-4e46-b66e-0be70e5dd183,99629fbc-dca1-4e46-b66e-0be70e5dd183,socal-fire_00000475,no-damage,0,0.984567,0.000094,0.000725,0.014614,0,0.984567,0.969953,0.083183
socal-fire_00000475:9cad6faa-c38a-459d-8413-37da2dc05fd7,9cad6faa-c38a-459d-8413-37da2dc05fd7,socal-fire_00000475,no-damage,0,0.793151,0.000483,0.018963,0.187402,0,0.793151,0.605749,0.576494
socal-fire_00000475:a117cdfc-aef1-459b-8da5-8343eed2ed92,a117cdfc-aef1-459b-8da5-8343eed2ed92,socal-fire_00000475,no-damage,0,0.958677,0.003221,0.000055,0.038047,0,0.958677,0.920630,0.183853
socal-fire_00000475:a1c0415f-d839-4b70-81eb-9875eb2df007,a1c0415f-d839-4b70-81eb-9875eb2df007,socal-fire_00000475,no-damage,0,0.981895,0.000876,0.000019,0.017210,0,0.981895,0.964684,0.094226
socal-fire_00000475:a498f81d-ecb5-4daa-a525-43e2092f776b,a498f81d-ecb5-4daa-a525-43e2092f776b,socal-fire_00000475,destroyed,3,0.049030,0.000727,0.000000,0.950243,3,0.950243,0.901212,0.201597
socal-fire_00000475:a8ca2efb-7722-43ac-ab72-96fb1bbacc66,a8ca2efb-7722-43ac-ab72-96fb1bbacc66,socal-fire_00000475,no-damage,0,0.999918,0.000002,0.000000,0.000080,0,0.999918,0.999838,0.000866
socal-fire_00000475:af97d35f-b915-411c-b0fb-08824692224d,af97d35f-b915-411c-b0fb-08824692224d,socal-fire_00000475,no-damage,0,0.887039,0.000002,0.000000,0.112959,0,0.887039,0.774080,0.352690
socal-fire_00000475:b0b9ac2a-0bf8-4479-aaa1-62bd69a23208,b0b9ac2a-0bf8-4479-aaa1-62bd69a23208,socal-fire_00000475,no-damage,0,0.991334,0.005659,0.000025,0.002982,0,0.991334,0.985674,0.055518
socal-fire_00000475:b345d40b-b50d-4c53-b130-b58a4420843c,b345d40b-b50d-4c53-b130-b58a4420843c,socal-fire_00000475,no-damage,0,0.656264,0.001249,0.000124,0.342363,0,0.656264,0.313901,0.652848
socal-fire_00000475:bcb61b0e-49a5-49b5-ac17-69cdfe511474,bcb61b0e-49a5-49b5-ac17-69cdfe511474,socal-fire_00000475,no-damage,0,0.901024,0.082262,0.000005,0.016709,0,0.901024,0.818762,0.367816
socal-fire_00000475:c0c33c19-8e6a-49c0-bde7-643b320326ec,c0c33c19-8e6a-49c0-bde7-643b320326ec,socal-fire_00000475,no-damage,0,0.659901,0.001977,0.000002,0.338120,0,0.659901,0.321781,0.653271
socal-fire_00000475:c464abe3-47a6-407a-9b07-930edbee8bd7,c464abe3-47a6-407a-9b07-930edbee8bd7,socal-fire_00000475,no-damage,0,0.825836,0.001357,0.022693,0.150113,0,0.825836,0.675723,0.537572
socal-fire_00000475:cc01be94-a22f-474a-b568-04545b064d1a,cc01be94-a22f-474a-b568-04545b064d1a,socal-fire_00000475,no-damage,0,0.899623,0.003540,0.000221,0.096617,0,0.899623,0.803007,0.342790
