building_id,tile_id,uid,minor_score,major_score,final_minor_score,final_major_score,final_triage_score,vlm_reviewed,vlm_label,vlm_reasoning,gt_label
santa-rosa-wildfire_00000012:1f113032-569b-4a65-88c3-664f13ddaf8c,santa-rosa-wildfire_00000012,1f113032-569b-4a65-88c3-664f13ddaf8c,0.039994,0.049732,0.039994,0.049732,0.049732,0,,,
socal-fire_00000937:cef02a59-3e80-40e7-af5b-1f49c7249b44,socal-fire_00000937,cef02a59-3e80-40e7-af5b-1f49c7249b44,0.049547,0.00071,0.049547,0.00071,0.049547,0,,,
socal-fire_00000379:f9cce035-8ea5-454d-aeac-39b7bf6c697f,socal-fire_00000379,f9cce035-8ea5-454d-aeac-39b7bf6c697f,0.01002,0.049452,0.01002,0.049452,0.049452,0,,,
socal-fire_00000486:a05c73a0-a772-4e0f-b988-ef40a3f330dc,socal-fire_00000486,a05c73a0-a772-4e0f-b988-ef40a3f330dc,0.049283,0.006674,0.049283,0.006674,0.049283,0,,,
socal-fire_00000137:29e05a81-4b87-4a82-8808-bbcba55177e9,socal-fire_00000137,29e05a81-4b87-4a82-8808-bbcba55177e9,0.017019,0.049256,0.017019,0.049256,0.049256,0,,,
santa-rosa-wildfire_00000012:cb1b584c-0b49-424e-8588-494cfa684247,santa-rosa-wildfire_00000012,cb1b584c-0b49-424e-8588-494cfa684247,0.049176,0.001025,0.049176,0.001025,0.049176,0,,,
socal-fire_00000929:ee117255-367e-4a5b-befa-1b7befd40ee0,socal-fire_00000929,ee117255-367e-4a5b-befa-1b7befd40ee0,0.049093,0.009144,0.049093,0.009144,0.049093,0,,,
socal-fire_00000263:55aed71b-d15f-4715-8746-2abbc4284f9b,socal-fire_00000263,55aed71b-d15f-4715-8746-2abbc4284f9b,0.049027,0.010965,0.049027,0.010965,0.049027,0,,,
socal-fire_00000250:0ea3157f-bd37-4a26-abd6-3a2e4e78dcfb,socal-fire_00000250,0ea3157f-bd37-4a26-abd6-3a2e4e78dcfb,0.048855,0.033809,0.048855,0.033809,0.048855,0,,,
socal-fire_00000275:71b31831-830e-4c63-bc46-d9c9d6cce4a9,socal-fire_00000275,71b31831-830e-4c63-bc46-d9c9d6cce4a9,0.048847,0.000927,0.048847,0.000927,0.048847,0,,,
socal-fire_00000504:d7a53e73-abd0-427a-8c69-b6b9c54d4757,socal-fire_00000504,d7a53e73-abd0-427a-8c69-b6b9c54d4757,0.048783,0.007842,0.048783,0.007842,0.048783,0,,,
socal-fire_00001265:9e421c42-0b69-497c-9d6b-559b3b7ac664,socal-fire_00001265,9e421c42-0b69-497c-9d6b-559b3b7ac664,0.048644,0.000988,0.048644,0.000988,0.048644,0,,,
santa-rosa-wildfire_00000359:48ca1983-7680-4435-9b18-3e5bc1049c15,santa-rosa-wildfire_00000359,48ca1983-7680-4435-9b18-3e5bc1049c15,0.048525,0.000895,0.048525,0.000895,0.048525,0,,,
socal-fire_00000879:5f43b3f4-238f-4171-8313-e6ffc85eba3c,socal-fire_00000879,5f43b3f4-238f-4171-8313-e6ffc85eba3c,0.048022,0.000759,0.048022,0.000759,0.048022,0,,,
santa-rosa-wildfire_00000159:07061d76-4ca3-4827-a247-256c6001b674,santa-rosa-wildfire_00000159,07061d76-4ca3-4827-a247-256c6001b674,0.04779,0.027869,0.04779,0.027869,0.04779,0,,,
socal-fire_00000922:4e2d8b08-4b0f-4193-a0ca-e27116a4b522,socal-fire_00000922,4e2d8b08-4b0f-4193-a0ca-e27116a4b522,0.047781,0.000858,0.047781,0.000858,0.047781,0,,,
santa-rosa-wildfire_00000350:7f1365c1-3c53-4501-8f65-f4dc3c0acbf8,santa-rosa-wildfire_00000350,7f1365c1-3c53-4501-8f65-f4dc3c0acbf8,0.026627,0.047455,0.026627,0.047455,0.047455,0,,,
socal-fire_00000379:37977aa7-7c05-41bf-b6b1-8cd36384ece3,socal-fire_00000379,37977aa7-7c05-41bf-b6b1-8cd36384ece3,0.04736,0.005063,0.04736,0.005063,0.04736,0,,,
socal-fire_00001267:a9ff1f8b-f46f-4e35-8f52-1901270bb80c,socal-fire_00001267,a9ff1f8b-f46f-4e35-8f52-1901270bb80c,0.047344,0.000833,0.047344,0.000833,0.047344,0,,,
socal-fire_00000276:c044d830-9419-42f8-830c-c6080fdf5110,socal-fire_00000276,c044d830-9419-42f8-830c-c6080fdf5110,0.047327,0.010213,0.047327,0.010213,0.047327,0,,,
socal-fire_00000929:0bcf32c4-ff14-441b-86cc-c1914e66b7b6,socal-fire_00000929,0bcf32c4-ff14-441b-86cc-c1914e66b7b6,0.047289,0.003107,0.047289,0.003107,0.047289,0,,,
socal-fire_00000898:5e98740c-9a76-427c-ae4f-01527b23e664,socal-fire_00000898,5e98740c-9a76-427c-ae4f-01527b23e664,0.006403,0.047188,0.006403,0.047188,0.047188,0,,,
santa-rosa-wildfire_00000001:6761717e-46bc-46b9-bde8-7386e7e7c0e9,santa-rosa-wildfire_00000001,6761717e-46bc-46b9-bde8-7386e7e7c0e9,0.0471,0.001086,0.0471,0.001086,0.0471,0,,,
santa-rosa-wildfire_00000213:63c833fb-abdb-4e36-9f3b-2df299b18fca,santa-rosa-wildfire_00000213,63c833fb-abdb-4e36-9f3b-2df299b18fca,0.002812,0.047099,0.002812,0.047099,0.047099,0,,,
socal-fire_00001029:b733ef07-3c1b-4068-99da-f28bfb6d5f11,socal-fire_00001029,b733ef07-3c1b-4068-99da-f28bfb6d5f11,0.047075,0.000731,0.047075,0.000731,0.047075,0,,,
socal-fire_00000031:6ad89d1c-4ff3-468b-aad0-bf44bc19b442,socal-fire_00000031,6ad89d1c-4ff3-468b-aad0-bf44bc19b442,0.047029,0.000981,0.047029,0.000981,0.047029,0,,,
socal-fire_00000133:5fd0aa23-5410-496f-80b6-0dad8f87a8bc,socal-fire_00000133,5fd0aa23-5410-496f-80b6-0dad8f87a8bc,0.046147,0.005948,0.046147,0.005948,0.046147,0,,,
socal-fire_00000049:7f944928-9f3f-47fe-8179-cfe170fd0aa5,socal-fire_00000049,7f944928-9f3f-47fe-8179-cfe170fd0aa5,0.007203,0.046017,0.007203,0.046017,0.046017,0,,,
santa-rosa-wildfire_00000184:dc1c6ab6-2000-44fd-bd5a-81e475be9554,santa-rosa-wildfire_00000184,dc1c6ab6-2000-44fd-bd5a-81e475be9554,0.04574,0.002814,0.04574,0.002814,0.04574,0,,,
socal-fire_00000426:fcc06f62-f052-449d-9886-ff9bed47e53e,socal-fire_00000426,fcc06f62-f052-449d-9886-ff9bed47e53e,0.009548,0.045723,0.009548,0.045723,0.045723,0,,,
socal-fire_00000223:5ee47209-2184-422e-9e8b-0627fcaf2917,socal-fire_00000223,5ee47209-2184-422e-9e8b-0627fcaf2917,0.045567,0.007965,0.045567,0.007965,0.045567,0,,,
socal-fire_00000894:f26ffc0a-7815-44e5-a4b2-9efbd0f635d0,socal-fire_00000894,f26ffc0a-7815-44e5-a4b2-9efbd0f635d0,0.04538,0.000781,0.04538,0.000781,0.04538,0,,,
santa-rosa-wildfire_00000212:70edede4-2dbf-4491-920b-44748f5e99b2,santa-rosa-wildfire_00000212,70edede4-2dbf-4491-920b-44748f5e99b2,0.045322,0.000764,0.045322,0.000764,0.045322,0,,,
socal-fire_00001188:f044ab70-20c1-4697-9af9-dd1aa10dfb14,socal-fire_00001188,f044ab70-20c1-4697-9af9-dd1aa10dfb14,0.045247,0.033949,0.045247,0.033949,0.045247,0,,,
santa-rosa-wildfire_00000012:78677b68-c4aa-439d-90bd-0e6c5b935103,santa-rosa-wildfire_00000012,78677b68-c4aa-439d-90bd-0e6c5b935103,0.045197,0.01217,0.045197,0.01217,0.045197,0,,,
socal-fire_00000431:fa896ca8-f386-4a4a-a02a-ed0dea1fd82e,socal-fire_00000431,fa896ca8-f386-4a4a-a02a-ed0dea1fd82e,0.045181,0.002425,0.045181,0.002425,0.045181,0,,,
santa-rosa-wildfire_00000144:3358ba96-d9fc-401b-9274-aa983095c966,santa-rosa-wildfire_00000144,3358ba96-d9fc-401b-9274-aa983095c966,0.04503,0.006893,0.04503,0.006893,0.04503,0,,,
socal-fire_00001164:fdacf1c6-73fe-459f-8e6c-e84d79141a0f,socal-fire_00001164,fdacf1c6-73fe-459f-8e6c-e84d79141a0f,0.04484,0.019692,0.04484,0.019692,0.04484,0,,,
socal-fire_00000753:60c00181-de25-4242-807b-f6546fa8ecbc,socal-fire_00000753,60c00181-de25-4242-807b-f6546fa8ecbc,0.044816,0.000735,0.044816,0.000735,0.044816,0,,,
socal-fire_00000614:92c873c2-10e1-4a7e-b3d3-13daf436eb34,socal-fire_00000614,92c873c2-10e1-4a7e-b3d3-13daf436eb34,0.014505,0.044581,0.014505,0.044581,0.044581,0,,,
socal-fire_00000263:12d5d280-1640-4b13-b1a2-deaa93d00891,socal-fire_00000263,12d5d280-1640-4b13-b1a2-deaa93d00891,0.044579,0.000733,0.044579,0.000733,0.044579,0,,,
socal-fire_00000882:bda1edeb-12eb-406f-8c21-d9cb62bf4312,socal-fire_00000882,bda1edeb-12eb-406f-8c21-d9cb62bf4312,0.001954,0.044236,0.001954,0.044236,0.044236,0,,,
socal-fire_00000551:b083826c-4eb1-458c-8c0a-82fdda0180ba,socal-fire_00000551,b083826c-4eb1-458c-8c0a-82fdda0180ba,0.003671,0.044167,0.003671,0.044167,0.044167,0,,,
santa-rosa-wildfire_00000123:f15a6eb7-988f-4017-8c9f-2b179c4722ea,santa-rosa-wildfire_00000123,f15a6eb7-988f-4017-8c9f-2b179c4722ea,0.044055,0.021601,0.044055,0.021601,0.044055,0,,,
santa-rosa-wildfire_00000284:055e5b97-542b-4a12-8849-b25850d4f52c,santa-rosa-wildfire_00000284,055e5b97-542b-4a12-8849-b25850d4f52c,0.043855,0.000707,0.043855,0.000707,0.043855,0,,,
socal-fire_00000847:cffdcbe1-3c03-4c4c-b44a-a2fdd4857db6,socal-fire_00000847,cffdcbe1-3c03-4c4c-b44a-a2fdd4857db6,0.002688,0.043831,0.002688,0.043831,0.043831,0,,,
santa-rosa-wildfire_00000284:446891ec-f86b-4b89-8492-ecf740acf673,santa-rosa-wildfire_00000284,446891ec-f86b-4b89-8492-ecf740acf673,0.043705,0.001538,0.043705,0.001538,0.043705,0,,,
socal-fire_00001236:8908827c-9b99-4540-bbd6-e11cbe1d0f58,socal-fire_00001236,8908827c-9b99-4540-bbd6-e11cbe1d0f58,0.00201,0.043586,0.00201,0.043586,0.043586,0,,,
santa-rosa-wildfire_00000269:57f2a840-04c6-4f19-8f54-38b5ea752afe,santa-rosa-wildfire_00000269,57f2a840-04c6-4f19-8f54-38b5ea752afe,0.008436,0.043476,0.008436,0.043476,0.043476,0,,,
socal-fire_00000877:d1540945-9b4a-495a-a420-717f36fdffb6,socal-fire_00000877,d1540945-9b4a-495a-a420-717f36fdffb6,0.006063,0.043456,0.006063,0.043456,0.043456,0,,,
socal-fire_00000898:091856e3-3bd1-456b-989e-2c55b6b9ad56,socal-fire_00000898,091856e3-3bd1-456b-989e-2c55b6b9ad56,0.04345,0.018937,0.04345,0.018937,0.04345,0,,,
socal-fire_00000982:260a84c2-2948-47bc-8432-34c186a75a02,socal-fire_00000982,260a84c2-2948-47bc-8432-34c186a75a02,0.043439,0.001013,0.043439,0.001013,0.043439,0,,,
socal-fire_00000414:8b3787c0-9968-4919-b2c4-0db4a6e92e65,socal-fire_00000414,8b3787c0-9968-4919-b2c4-0db4a6e92e65,0.002974,0.043276,0.002974,0.043276,0.043276,0,,,
socal-fire_00000379:9cbafd4e-00d5-431a-8c66-e920c4a770a0,socal-fire_00000379,9cbafd4e-00d5-431a-8c66-e920c4a770a0,0.043114,0.012319,0.043114,0.012319,0.043114,0,,,
santa-rosa-wildfire_00000045:ab4fb1b7-bd5a-470c-a7e0-e42fed57c5d7,santa-rosa-wildfire_00000045,ab4fb1b7-bd5a-470c-a7e0-e42fed57c5d7,0.043091,0.003392,0.043091,0.003392,0.043091,0,,,
santa-rosa-wildfire_00000089:98e3ce7f-92fd-4d37-afd7-dc1aee03b5b4,santa-rosa-wildfire_00000089,98e3ce7f-92fd-4d37-afd7-dc1aee03b5b4,0.043044,0.000752,0.043044,0.000752,0.043044,0,,,
socal-fire_00000137:e24cc3b1-9308-42df-a692-9ba10d32f071,socal-fire_00000137,e24cc3b1-9308-42df-a692-9ba10d32f071,0.004421,0.042924,0.004421,0.042924,0.042924,0,,,
socal-fire_00000396:934204f9-f5df-4ae4-a5e0-c7a2832c5234,socal-fire_00000396,934204f9-f5df-4ae4-a5e0-c7a2832c5234,0.003567,0.042677,0.003567,0.042677,0.042677,0,,,
socal-fire_00000937:2c9969c6-e1d2-426d-9e51-b2185fd010ae,socal-fire_00000937,2c9969c6-e1d2-426d-9e51-b2185fd010ae,0.042655,0.001249,0.042655,0.001249,0.042655,0,,,
socal-fire_00000170:67f8dff9-972b-4a2d-9b93-09d812995f7b,socal-fire_00000170,67f8dff9-972b-4a2d-9b93-09d812995f7b,0.024636,0.042507,0.024636,0.042507,0.042507,0,,,
socal-fire_00001008:c76368ba-7221-4013-977e-81079ce62268,socal-fire_00001008,c76368ba-7221-4013-977e-81079ce62268,0.041981,0.001747,0.041981,0.001747,0.041981,0,,,
santa-rosa-wildfire_00000085:6e8c0865-8159-4531-8f49-4dc104700aa1,santa-rosa-wildfire_00000085,6e8c0865-8159-4531-8f49-4dc104700aa1,0.041864,0.001312,0.041864,0.001312,0.041864,0,,,
socal-fire_00001372:a07d1feb-2c57-48b8-afdc-bc02635f8c3f,socal-fire_00001372,a07d1feb-2c57-48b8-afdc-bc02635f8c3f,0.041726,0.004988,0.041726,0.004988,0.041726,0,,,
socal-fire_00000300:390124ca-2b9c-43ae-9295-f71418629b4b,socal-fire_00000300,390124ca-2b9c-43ae-9295-f71418629b4b,0.041231,0.00146,0.041231,0.00146,0.041231,0,,,
socal-fire_00000801:f89d1b99-1df5-4945-bfea-65da85dbd27f,socal-fire_00000801,f89d1b99-1df5-4945-bfea-65da85dbd27f,0.00758,0.041163,0.00758,0.041163,0.041163,0,,,
socal-fire_00000637:ff1ce930-d0f9-49d9-bd4c-56d05d88b7fa,socal-fire_00000637,ff1ce930-d0f9-49d9-bd4c-56d05d88b7fa,0.006705,0.041081,0.006705,0.041081,0.041081,0,,,
santa-rosa-wildfire_00000045:0f9ac2b6-c4f6-4829-840f-af90080760a6,santa-rosa-wildfire_00000045,0f9ac2b6-c4f6-4829-840f-af90080760a6,0.040959,0.001774,0.040959,0.001774,0.040959,0,,,
santa-rosa-wildfire_00000217:aabfb175-72e4-4fb8-b5c6-dafcde65da7f,santa-rosa-wildfire_00000217,aabfb175-72e4-4fb8-b5c6-dafcde65da7f,0.040855,0.000855,0.040855,0.000855,0.040855,0,,,
socal-fire_00001029:f81fe6b0-b301-4fc5-8c8c-50a2656083c8,socal-fire_00001029,f81fe6b0-b301-4fc5-8c8c-50a2656083c8,0.040784,0.000907,0.040784,0.000907,0.040784,0,,,
socal-fire_00001236:dd1511f4-fb71-4514-a2ef-6333e190835b,socal-fire_00001236,dd1511f4-fb71-4514-a2ef-6333e190835b,0.040709,0.001216,0.040709,0.001216,0.040709,0,,,
socal-fire_00000879:9bb17dab-19a9-4080-b9c8-b23b1e5b0064,socal-fire_00000879,9bb17dab-19a9-4080-b9c8-b23b1e5b0064,0.040599,0.008618,0.040599,0.008618,0.040599,0,,,
socal-fire_00001008:8713cf09-df54-4c67-8c04-db458bd49f30,socal-fire_00001008,8713cf09-df54-4c67-8c04-db458bd49f30,0.040563,0.001028,0.040563,0.001028,0.040563,0,,,
santa-rosa-wildfire_00000012:ebe9a478-a8ef-4260-b598-8dcc61e332b5,santa-rosa-wildfire_00000012,ebe9a478-a8ef-4260-b598-8dcc61e332b5,0.013455,0.040462,0.013455,0.040462,0.040462,0,,,
santa-rosa-wildfire_00000123:4e2b0e8a-5887-4ce3-9621-51a8ccd79889,santa-rosa-wildfire_00000123,4e2b0e8a-5887-4ce3-9621-51a8ccd79889,0.017407,0.040274,0.017407,0.040274,0.040274,0,,,
socal-fire_00001213:35fc0733-05a1-4de5-bad0-c105b953c717,socal-fire_00001213,35fc0733-05a1-4de5-bad0-c105b953c717,0.040088,0.00109,0.040088,0.00109,0.040088,0,,,
santa-rosa-wildfire_00000198:774f06f9-bb5a-4c68-ae33-935b73ea7207,santa-rosa-wildfire_00000198,774f06f9-bb5a-4c68-ae33-935b73ea7207,0.03995,0.002511,0.03995,0.002511,0.03995,0,,,
santa-rosa-wildfire_00000089:4c233571-2a3a-4e6a-96cb-3300101b8b34,santa-rosa-wildfire_00000089,4c233571-2a3a-4e6a-96cb-3300101b8b34,0.039938,0.003451,0.039938,0.003451,0.039938,0,,,
santa-rosa-wildfire_00000256:01ee969a-72d3-40aa-a4ca-a347d47a25e4,santa-rosa-wildfire_00000256,01ee969a-72d3-40aa-a4ca-a347d47a25e4,0.002158,0.039921,0.002158,0.039921,0.039921,0,,,
santa-rosa-wildfire_00000123:f4595b27-86b4-4d0e-8206-4e4d5ef45a6b,santa-rosa-wildfire_00000123,f4595b27-86b4-4d0e-8206-4e4d5ef45a6b,0.008551,0.039884,0.008551,0.039884,0.039884,0,,,
socal-fire_00000319:7253e987-b1a5-472e-8c7b-82daaed423ec,socal-fire_00000319,7253e987-b1a5-472e-8c7b-82daaed423ec,0.039492,0.001386,0.039492,0.001386,0.039492,0,,,
santa-rosa-wildfire_00000284:a23a7632-b44f-4a45-abc5-32ff53883168,santa-rosa-wildfire_00000284,a23a7632-b44f-4a45-abc5-32ff53883168,0.039383,0.000803,0.039383,0.000803,0.039383,0,,,
socal-fire_00000929:964cb820-0f3c-417d-bf72-1c59e3d7fed6,socal-fire_00000929,964cb820-0f3c-417d-bf72-1c59e3d7fed6,0.039232,0.000752,0.039232,0.000752,0.039232,0,,,
socal-fire_00000325:7d348c1d-50e3-4c58-8379-d397907af384,socal-fire_00000325,7d348c1d-50e3-4c58-8379-d397907af384,0.039105,0.000738,0.039105,0.000738,0.039105,0,,,
socal-fire_00000300:d8914d07-fd89-4940-b221-1b29962bd566,socal-fire_00000300,d8914d07-fd89-4940-b221-1b29962bd566,0.039097,0.015361,0.039097,0.015361,0.039097,0,,,
santa-rosa-wildfire_00000198:f87f5fdd-8f5d-49b3-a666-7427045428fb,santa-rosa-wildfire_00000198,f87f5fdd-8f5d-49b3-a666-7427045428fb,0.038939,0.001982,0.038939,0.001982,0.038939,0,,,
santa-rosa-wildfire_00000285:a59beabe-3ba1-4787-b859-e75223e907dc,santa-rosa-wildfire_00000285,a59beabe-3ba1-4787-b859-e75223e907dc,0.032867,0.038857,0.032867,0.038857,0.038857,0,,,
socal-fire_00000956:f2cfd62e-abb1-4f7e-8715-029af28758fc,socal-fire_00000956,f2cfd62e-abb1-4f7e-8715-029af28758fc,0.022051,0.03882,0.022051,0.03882,0.03882,0,,,
socal-fire_00000145:f7d14e5c-e072-400c-848c-e7b902b75e41,socal-fire_00000145,f7d14e5c-e072-400c-848c-e7b902b75e41,0.002669,0.038788,0.002669,0.038788,0.038788,0,,,
socal-fire_00000235:51aba542-3bc2-4f03-8ac5-5a39437f1d45,socal-fire_00000235,51aba542-3bc2-4f03-8ac5-5a39437f1d45,0.018997,0.038775,0.018997,0.038775,0.038775,0,,,
santa-rosa-wildfire_00000198:850da35a-3d68-4667-90c9-62b02a272a05,santa-rosa-wildfire_00000198,850da35a-3d68-4667-90c9-62b02a272a05,0.038622,0.001201,0.038622,0.001201,0.038622,0,,,
socal-fire_00000801:efe65255-8003-4db3-a334-ed488adf7f27,socal-fire_00000801,efe65255-8003-4db3-a334-ed488adf7f27,0.011086,0.038506,0.011086,0.038506,0.038506,0,,,
santa-rosa-wildfire_00000141:d34c7fbe-a257-4f5c-aa61-bcfeb2288cee,santa-rosa-wildfire_00000141,d34c7fbe-a257-4f5c-aa61-bcfeb2288cee,0.012608,0.038356,0.012608,0.038356,0.038356,0,,,
santa-rosa-wildfire_00000184:3f5d1678-33b1-4a1e-8044-94cba5c30454,santa-rosa-wildfire_00000184,3f5d1678-33b1-4a1e-8044-94cba5c30454,0.038196,0.000938,0.038196,0.000938,0.038196,0,,,
socal-fire_00000381:f547f9f0-a3c2-4014-b872-6c3783b6a04b,socal-fire_00000381,f547f9f0-a3c2-4014-b872-6c3783b6a04b,0.011756,0.038158,0.011756,0.038158,0.038158,0,,,
socal-fire_00000133:cf16a406-001b-4714-93a0-af72c9dedee5,socal-fire_00000133,cf16a406-001b-4714-93a0-af72c9dedee5,0.038139,0.00117,0.038139,0.00117,0.038139,0,,,
santa-rosa-wildfire_00000284:cf69f416-0b19-422a-afd6-e8027b60652e,santa-rosa-wildfire_00000284,cf69f416-0b19-422a-afd6-e8027b60652e,0.03803,0.001229,0.03803,0.001229,0.03803,0,,,
santa-rosa-wildfire_00000350:7aaf5e72-6efb-4ce0-8bd2-0acb02587679,santa-rosa-wildfire_00000350,7aaf5e72-6efb-4ce0-8bd2-0acb02587679,0.008688,0.038023,0.008688,0.038023,0.038023,0,,,
santa-rosa-wildfire_00000066:b0257993-f5b4-4a98-89be-dbdbe0906446,santa-rosa-wildfire_00000066,b0257993-f5b4-4a98-89be-dbdbe0906446,0.037999,0.001445,0.037999,0.001445,0.037999,0,,,
santa-rosa-wildfire_00000206:a51853bf-74bc-4242-88e9-7a984306c3cc,santa-rosa-wildfire_00000206,a51853bf-74bc-4242-88e9-7a984306c3cc,0.037941,0.007428,0.037941,0.007428,0.037941,0,,,
socal-fire_00001230:4ef14def-e9dd-4f96-9ba7-3cc4b596c40b,socal-fire_00001230,4ef14def-e9dd-4f96-9ba7-3cc4b596c40b,0.002192,0.037904,0.002192,0.037904,0.037904,0,,,
santa-rosa-wildfire_00000204:48a2cfba-c374-43cf-b438-97d4e5683b83,santa-rosa-wildfire_00000204,48a2cfba-c374-43cf-b438-97d4e5683b83,0.002818,0.037896,0.002818,0.037896,0.037896,0,,,
socal-fire_00000753:67bb51ef-36c7-44a0-b55a-fba06b43e759,socal-fire_00000753,67bb51ef-36c7-44a0-b55a-fba06b43e759,0.037817,0.001155,0.037817,0.001155,0.037817,0,,,
santa-rosa-wildfire_00000284:122503e0-d4e8-47d1-861a-00f320243ecd,santa-rosa-wildfire_00000284,122503e0-d4e8-47d1-861a-00f320243ecd,0.037663,0.005835,0.037663,0.005835,0.037663,0,,,
socal-fire_00000889:b686ce1d-6868-4494-a5ac-0360c8e89f1b,socal-fire_00000889,b686ce1d-6868-4494-a5ac-0360c8e89f1b,0.037644,0.018671,0.037644,0.018671,0.037644,0,,,
socal-fire_00000235:2425fc5c-aa9f-499d-9e1d-1b4c1ae6d7ec,socal-fire_00000235,2425fc5c-aa9f-499d-9e1d-1b4c1ae6d7ec,0.037598,0.007388,0.037598,0.007388,0.037598,0,,,
santa-rosa-wildfire_00000204:4369a711-e22c-4b08-8032-ab1acac01fe7,santa-rosa-wildfire_00000204,4369a711-e22c-4b08-8032-ab1acac01fe7,0.037597,0.015643,0.037597,0.015643,0.037597,0,,,
socal-fire_00000241:b9f1c151-27da-47df-8271-fec71899eb74,socal-fire_00000241,b9f1c151-27da-47df-8271-fec71899eb74,0.002368,0.037485,0.002368,0.037485,0.037485,0,,,
socal-fire_00001188:ac7bcaff-6f16-4506-b99a-0769460cfecb,socal-fire_00001188,ac7bcaff-6f16-4506-b99a-0769460cfecb,0.027785,0.03742,0.027785,0.03742,0.03742,0,,,
santa-rosa-wildfire_00000329:79ed1fc7-44b1-487a-aa15-2264c5e6e1a6,santa-rosa-wildfire_00000329,79ed1fc7-44b1-487a-aa15-2264c5e6e1a6,0.037401,0.000776,0.037401,0.000776,0.037401,0,,,
santa-rosa-wildfire_00000038:d39bafae-0d18-4a7c-a1e1-8876ac2b801a,santa-rosa-wildfire_00000038,d39bafae-0d18-4a7c-a1e1-8876ac2b801a,0.037401,0.002242,0.037401,0.002242,0.037401,0,,,
santa-rosa-wildfire_00000284:31a22a9c-d72b-4b08-930a-fb10801cf7e9,santa-rosa-wildfire_00000284,31a22a9c-d72b-4b08-930a-fb10801cf7e9,0.037248,0.003524,0.037248,0.003524,0.037248,0,,,
socal-fire_00000696:477f3f1b-bfff-4277-a679-e1aa54cbc6b0,socal-fire_00000696,477f3f1b-bfff-4277-a679-e1aa54cbc6b0,0.024086,0.036862,0.024086,0.036862,0.036862,0,,,
santa-rosa-wildfire_00000359:fabf1ef5-35b6-4e22-9ad5-510cddb6738c,santa-rosa-wildfire_00000359,fabf1ef5-35b6-4e22-9ad5-510cddb6738c,0.036766,0.004856,0.036766,0.004856,0.036766,0,,,
santa-rosa-wildfire_00000085:1ea5e2fd-cc71-47e2-9c00-316cdacf2140,santa-rosa-wildfire_00000085,1ea5e2fd-cc71-47e2-9c00-316cdacf2140,0.036747,0.006188,0.036747,0.006188,0.036747,0,,,
socal-fire_00000241:d596a84d-ca56-448b-b0f9-3ccc2b77d272,socal-fire_00000241,d596a84d-ca56-448b-b0f9-3ccc2b77d272,0.001771,0.03668,0.001771,0.03668,0.03668,0,,,
socal-fire_00001321:34db05a7-18eb-4705-bb0c-e04e37201016,socal-fire_00001321,34db05a7-18eb-4705-bb0c-e04e37201016,0.004795,0.036426,0.004795,0.036426,0.036426,0,,,
santa-rosa-wildfire_00000217:26526a3a-bb49-4b7b-8f08-b1c368c406bd,santa-rosa-wildfire_00000217,26526a3a-bb49-4b7b-8f08-b1c368c406bd,0.036396,0.001128,0.036396,0.001128,0.036396,0,,,
socal-fire_00000351:850e2aae-fda1-40e3-9b7a-e5a507aa3c83,socal-fire_00000351,850e2aae-fda1-40e3-9b7a-e5a507aa3c83,0.012261,0.036381,0.012261,0.036381,0.036381,0,,,
socal-fire_00001022:118225f2-5c28-4a8a-bad8-f3b5ed8badfa,socal-fire_00001022,118225f2-5c28-4a8a-bad8-f3b5ed8badfa,0.002958,0.036378,0.002958,0.036378,0.036378,0,,,
socal-fire_00000885:c1aff51a-a9ea-4a3f-84b9-dda285b734a2,socal-fire_00000885,c1aff51a-a9ea-4a3f-84b9-dda285b734a2,0.008241,0.036249,0.008241,0.036249,0.036249,0,,,
socal-fire_00001265:b07c6748-587d-4ae7-9242-70aab6ee52dc,socal-fire_00001265,b07c6748-587d-4ae7-9242-70aab6ee52dc,0.036211,0.001709,0.036211,0.001709,0.036211,0,,,
santa-rosa-wildfire_00000206:75cada6e-7d04-4dfd-8c19-bc728322bddb,santa-rosa-wildfire_00000206,75cada6e-7d04-4dfd-8c19-bc728322bddb,0.036173,0.002799,0.036173,0.002799,0.036173,0,,,
santa-rosa-wildfire_00000354:8c700269-f249-43a0-9dcf-04003b261519,santa-rosa-wildfire_00000354,8c700269-f249-43a0-9dcf-04003b261519,0.018914,0.036167,0.018914,0.036167,0.036167,0,,,
santa-rosa-wildfire_00000364:e5badb08-e29f-478f-baf3-dbaa4abda8aa,santa-rosa-wildfire_00000364,e5badb08-e29f-478f-baf3-dbaa4abda8aa,0.036074,0.000764,0.036074,0.000764,0.036074,0,,,
santa-rosa-wildfire_00000238:cd4659dd-138c-483c-a999-db3d9d0d7cff,santa-rosa-wildfire_00000238,cd4659dd-138c-483c-a999-db3d9d0d7cff,0.03599,0.004777,0.03599,0.004777,0.03599,0,,,
santa-rosa-wildfire_00000074:bd7def27-39df-417b-ac28-f9b8dc71ea07,santa-rosa-wildfire_00000074,bd7def27-39df-417b-ac28-f9b8dc71ea07,0.035822,0.001355,0.035822,0.001355,0.035822,0,,,
socal-fire_00000942:1da35356-42e4-4e40-aa47-352c95b4562d,socal-fire_00000942,1da35356-42e4-4e40-aa47-352c95b4562d,0.00272,0.035752,0.00272,0.035752,0.035752,0,,,
